asn=0    	id=-1  	Main	copying configuration file E:\tsch-new-manual\tsch-sim\examples\threeLineExmp\config.json to output directory E:\tsch-new-manual\tsch-sim\results\2022-01-12_14-35-46\config.json[MAIN]
asn=40303	id=2   	App	generate a packet, seqnum=31 for=1 [PACKET_SOURCE]
asn=40303	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=40303	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=40303	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=40303	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 31], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=40303	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=40307	id=1   	App	rx app packet seqnum=31 from=2 at cell [ts: 2, co: 2][NODE]
asn=40307	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=31 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=40307	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=40307	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=41515	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=41515	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=41515	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=41977	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=41977	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=41977	id=2   	App	generate a packet, seqnum=32 for=1 [PACKET_SOURCE]
asn=41977	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=41977	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=41977	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=41977	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 32], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=41977	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=41977	id=1   	App	rx app packet seqnum=32 from=2 at cell [ts: 2, co: 2][NODE]
asn=41977	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=32 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=41977	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=41977	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=42001	id=-1  	Main	420 seconds, progress 70.00%[SIMULATOR]
asn=42001	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=42001	id=-1  	Main	joined_routing/joined_tsch/total=2/2/2 [ROUTE]
asn=42001	id=-1  	TSCH	Periodic process called for [Node]
asn=42001	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=42001	id=1   	TSCH	stats: {"idle_listen":16743,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":32,"tx_data":25,"tx_data_rx_ack":0}[NODE]
asn=42001	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=42001	id=2   	TSCH	stats: {"idle_listen":12781,"channel_scan":9920,"rx_data":0,"rx_data_tx_ack":0,"tx_data":19,"tx_data_rx_ack":32}[NODE]
asn=42005	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=42005	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=42583	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=42583	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=42583	id=2   	App	generate a packet, seqnum=33 for=1 [PACKET_SOURCE]
asn=42583	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=42583	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=42583	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=42583	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 33], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=42583	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=42587	id=1   	App	rx app packet seqnum=33 from=2 at cell [ts: 2, co: 2][NODE]
asn=42587	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=33 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=42587	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=42587	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=42945	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=42945	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=42945	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=43215	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=43215	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=43680	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=43680	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=43680	id=2   	App	generate a packet, seqnum=34 for=1 [PACKET_SOURCE]
asn=43680	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=43680	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=43680	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=43680	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 34], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=43680	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=43682	id=1   	App	rx app packet seqnum=34 from=2 at cell [ts: 2, co: 2][NODE]
asn=43682	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=34 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=43682	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=43682	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=44415	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=44415	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=44415	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=44667	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=44667	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=44667	id=2   	App	generate a packet, seqnum=35 for=1 [PACKET_SOURCE]
asn=44667	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=44667	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=44667	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=44667	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 35], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=44667	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=44667	id=1   	App	rx app packet seqnum=35 from=2 at cell [ts: 2, co: 2][NODE]
asn=44667	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=35 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=44667	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=44667	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=45520	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=45520	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=45520	id=2   	App	generate a packet, seqnum=36 for=1 [PACKET_SOURCE]
asn=45520	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=45520	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=45520	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=45520	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 36], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=45520	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=45522	id=1   	App	rx app packet seqnum=36 from=2 at cell [ts: 2, co: 2][NODE]
asn=45522	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=36 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=45522	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=45522	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=45745	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=45745	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=45745	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=47026	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=47026	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=47026	id=2   	App	generate a packet, seqnum=37 for=1 [PACKET_SOURCE]
asn=47026	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=47026	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=47026	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=47026	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 37], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=47026	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=47027	id=1   	App	rx app packet seqnum=37 from=2 at cell [ts: 2, co: 2][NODE]
asn=47027	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=37 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=47027	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=47027	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=47085	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=47085	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=47085	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=47744	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=47744	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=47744	id=2   	App	generate a packet, seqnum=38 for=1 [PACKET_SOURCE]
asn=47744	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=47744	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=47744	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=47744	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 38], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=47744	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=47747	id=1   	App	rx app packet seqnum=38 from=2 at cell [ts: 2, co: 2][NODE]
asn=47747	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=38 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=47747	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=47747	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=48001	id=-1  	Main	480 seconds, progress 80.00%[SIMULATOR]
asn=48001	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=48001	id=-1  	Main	joined_routing/joined_tsch/total=2/2/2 [ROUTE]
asn=48001	id=-1  	TSCH	Periodic process called for [Node]
asn=48001	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=48001	id=1   	TSCH	stats: {"idle_listen":19133,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":38,"tx_data":29,"tx_data_rx_ack":0}[NODE]
asn=48001	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=48001	id=2   	TSCH	stats: {"idle_listen":15173,"channel_scan":9920,"rx_data":0,"rx_data_tx_ack":0,"tx_data":21,"tx_data_rx_ack":38}[NODE]
asn=48005	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=48005	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=48420	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=48420	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=48420	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=48761	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=48761	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=48761	id=2   	App	generate a packet, seqnum=39 for=1 [PACKET_SOURCE]
asn=48761	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=48761	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=48761	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=48761	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 39], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=48761	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=48762	id=1   	App	rx app packet seqnum=39 from=2 at cell [ts: 2, co: 2][NODE]
asn=48762	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=39 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=48762	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=48762	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=49495	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=49495	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=49730	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=49730	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=49730	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=49881	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=49881	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=49881	id=2   	App	generate a packet, seqnum=40 for=1 [PACKET_SOURCE]
asn=49881	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=49881	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=49881	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=49881	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 40], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=49881	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=49882	id=1   	App	rx app packet seqnum=40 from=2 at cell [ts: 2, co: 2][NODE]
asn=49882	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=40 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=49882	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=49882	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=50720	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=50720	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=50757	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=50757	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=50757	id=2   	App	generate a packet, seqnum=41 for=1 [PACKET_SOURCE]
asn=50757	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=50757	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=50757	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=50757	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 41], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=50757	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=50757	id=1   	App	rx app packet seqnum=41 from=2 at cell [ts: 2, co: 2][NODE]
asn=50757	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=41 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=50757	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=50757	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=51827	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=51827	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=51827	id=2   	App	generate a packet, seqnum=42 for=1 [PACKET_SOURCE]
asn=51827	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=51827	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=51827	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=51827	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 42], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=51827	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=51827	id=1   	App	rx app packet seqnum=42 from=2 at cell [ts: 2, co: 2][NODE]
asn=51827	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=42 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=51827	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=51827	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=52095	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=52095	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=52944	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=52944	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=52944	id=2   	App	generate a packet, seqnum=43 for=1 [PACKET_SOURCE]
asn=52944	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=52944	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=52944	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=52944	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 43], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=52944	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=52947	id=1   	App	rx app packet seqnum=43 from=2 at cell [ts: 2, co: 2][NODE]
asn=52947	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=43 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=52947	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=52947	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=53280	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=53280	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=53280	id=2   	App	generate a packet, seqnum=44 for=1 [PACKET_SOURCE]
asn=53280	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=53280	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=53280	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=53280	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 44], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=53280	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=53282	id=1   	App	rx app packet seqnum=44 from=2 at cell [ts: 2, co: 2][NODE]
asn=53282	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=44 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=53282	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=53282	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=53410	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=53410	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=54001	id=-1  	Main	540 seconds, progress 90.00%[SIMULATOR]
asn=54001	id=-1  	Main	periodic route processing for all nodes [ROUTE]
asn=54001	id=-1  	Main	joined_routing/joined_tsch/total=2/2/2 [ROUTE]
asn=54001	id=-1  	TSCH	Periodic process called for [Node]
asn=54001	id=1   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=54001	id=1   	TSCH	stats: {"idle_listen":21525,"channel_scan":0,"rx_data":0,"rx_data_tx_ack":44,"tx_data":31,"tx_data_rx_ack":0}[NODE]
asn=54001	id=2   	Main	On periodic timer method called from Manual Routing [ROUTING MANUAL]
asn=54001	id=2   	TSCH	stats: {"idle_listen":17562,"channel_scan":9920,"rx_data":0,"rx_data_tx_ack":0,"tx_data":26,"tx_data_rx_ack":44}[NODE]
asn=54005	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=54005	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=54005	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=54103	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=54103	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=54103	id=2   	App	generate a packet, seqnum=45 for=1 [PACKET_SOURCE]
asn=54103	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=54103	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=54103	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=54103	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 45], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=54103	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=54107	id=1   	App	rx app packet seqnum=45 from=2 at cell [ts: 2, co: 2][NODE]
asn=54107	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=45 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=54107	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=54107	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=54715	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=54715	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=55235	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=55235	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=55235	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=55979	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=55979	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=55979	id=2   	App	generate a packet, seqnum=46 for=1 [PACKET_SOURCE]
asn=55979	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=55979	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=55979	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=55979	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 46], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=55979	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=55982	id=1   	App	rx app packet seqnum=46 from=2 at cell [ts: 2, co: 2][NODE]
asn=55982	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=46 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=55982	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=55982	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=55995	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=55995	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=56160	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=56160	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=56160	id=2   	App	generate a packet, seqnum=47 for=1 [PACKET_SOURCE]
asn=56160	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=56160	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=56160	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=56160	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 47], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=56160	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=56162	id=1   	App	rx app packet seqnum=47 from=2 at cell [ts: 2, co: 2][NODE]
asn=56162	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=47 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=56162	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=56162	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=57525	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=57525	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=57957	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=57957	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=57957	id=2   	App	generate a packet, seqnum=48 for=1 [PACKET_SOURCE]
asn=57957	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=57957	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=57957	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=57957	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 48], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=57957	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=57957	id=1   	App	rx app packet seqnum=48 from=2 at cell [ts: 2, co: 2][NODE]
asn=57957	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=48 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=57957	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=57957	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=58126	id=2   	Node	Get Nexthop id for destination: 1 [ROUTE]
asn=58126	id=2   	Node	Nexthop id: 1 found for destination: 1 [ROUTE]
asn=58126	id=2   	App	generate a packet, seqnum=49 for=1 [PACKET_SOURCE]
asn=58126	id=2   	TSCH	On packet ready called from new scheduler [SCHEDULER NEW]
asn=58126	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=58126	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=58126	id=2   	TSCH	schedule packet [src: 2, dest: 1, seqnum: 49], channel offset=2 timeslot=2[SCHEDULER NEW]
asn=58126	id=2   	Main	On prepare tx packet method called from Manual Routing [ROUTING MANUAL]
asn=58127	id=1   	App	rx app packet seqnum=49 from=2 at cell [ts: 2, co: 2][NODE]
asn=58127	id=2   	Node	tx done from=2 source=2 to=1 destination=1 numtx=1 seqnum=49 packet buffer: timeslot: 2 channel offset: 2 acked=true, remove packet[NODE]
asn=58127	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=58127	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=58780	id=2   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=58780	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
